"ID"/"Open date"/"Responsible ID"/"OPENED"/"CATEGORY_ID"/"Deal profit"/"Manager bonus"/"reason id"/"region id"/"Service"
400200/"2022-06-06 13:17:57"/3.0/Y/33/83078.0/260.0/5.0/2.0/a:1:{i:0;i:7389;}
407970/"2022-08-01 08:08:54"/4.0/Y/67/27109.0/1405.0/1.0/2.0/a:2:{i:0;i:16507;i:1;i:31287;}
408677/"2022-08-05 11:45:57"/3.0/Y/58/23556.0/7696.0/2.0/3.0/a:2:{i:0;i:16507;i:1;i:31287;}
400827/"2022-06-09 11:39:14"/4.0/Y/63/10476.0/7154.0/3.0/2.0/a:1:{i:0;i:283;}
400623/"2022-06-08 13:01:54"/3.0/Y/33/41897.0/7559.0/4.0/3.0/a:1:{i:0;i:7385;}
400348/"2022-06-07 11:09:20"/1.0/Y/9/30428.0/6285.0/3.0/3.0/a:1:{i:0;i:285;}
400396/"2022-06-07 13:24:49"/2.0/Y/4/89653.0/6499.0/5.0/1.0/a:1:{i:0;i:283;}
400576/"2022-06-08 11:25:19"/2.0/Y/11/95435.0/8174.0/3.0/4.0/a:1:{i:0;i:293;}
400080/"2022-06-06 08:55:09"/1.0/Y/33/95625.0/7732.0/2.0/4.0/a:1:{i:0;i:7389;}
400343/"2022-06-07 10:47:54"/2.0/Y/4/73275.0/9575.0/5.0/2.0/a:1:{i:0;i:283;}
400013/"2022-06-03 15:16:28"/4.0/Y/4/53558.0/8836.0/1.0/3.0/a:1:{i:0;i:283;}
400098/"2022-06-06 09:48:58"/1.0/Y/13/12428.0/5758.0/4.0/1.0/a:1:{i:0;i:19967;}
400945/"2022-06-09 19:52:31"/2.0/Y/67/103800.0/5401.0/5.0/3.0/a:1:{i:0;i:16507;}
401061/"2022-06-10 14:38:44"/3.0/Y/7/73938.0/937.0/3.0/2.0/a:1:{i:0;i:287;}
400900/"2022-06-09 16:20:07"/3.0/Y/27/34604.0/3767.0/1.0/2.0/a:1:{i:0;i:8219;}
57249/"2020-03-23 14:11:28"/2.0/Y/13/23917.0/5637.0/2.0/1.0/a:3:{i:0;i:289;i:1;i:297;i:2;i:19969;}
400944/"2022-06-09 19:45:00"/2.0/Y/67/71743.0/6430.0/2.0/3.0/a:1:{i:0;i:16507;}
400765/"2022-06-09 08:48:59"/4.0/Y/4/51725.0/2129.0/4.0/1.0/a:1:{i:0;i:283;}
50367/"2020-02-04 11:54:13"/4.0/Y/13/52526.0/2518.0/5.0/4.0/a:3:{i:0;i:297;i:1;i:1535;i:2;i:19969;}
400060/"2022-06-05 11:20:35"/3.0/Y/67/11844.0/3124.0/3.0/2.0/a:3:{i:0;i:16511;i:1;i:31288;i:2;i:28449;}
340619/"2021-10-21 17:25:51"/1.0/Y/63/37426.0/315.0/2.0/2.0/a:2:{i:0;i:283;i:1;i:293;}
402034/"2022-06-20 12:56:19"/2.0/Y/63/51803.0/1263.0/2.0/2.0/a:2:{i:0;i:283;i:1;i:293;}
400872/"2022-06-09 11:30:30"/2.0/Y/11/55383.0/4837.0/1.0/3.0/a:1:{i:0;i:293;}
416250/"2022-10-04 21:39:14"/1.0/Y/116/96878.0/2732.0/4.0/4.0/a:3:{i:0;i:283;i:1;i:691;i:2;i:285;}
401110/"2022-06-11 16:29:39"/1.0/Y/67/90035.0/6750.0/5.0/3.0/a:1:{i:0;i:16507;}
400867/"2022-06-09 13:52:55"/2.0/Y/7/40562.0/3722.0/5.0/2.0/a:1:{i:0;i:287;}
400606/"2022-06-08 12:26:05"/1.0/Y/7/92806.0/5569.0/2.0/3.0/a:1:{i:0;i:287;}
400908/"2022-06-09 16:38:59"/3.0/Y/9/34527.0/873.0/4.0/1.0/a:1:{i:0;i:691;}
400456/"2022-06-07 17:53:10"/4.0/Y/4/96724.0/4836.0/4.0/2.0/a:1:{i:0;i:283;}
400856/"2022-06-09 13:10:49"/4.0/Y/4/75481.0/5081.0/3.0/1.0/a:1:{i:0;i:283;}
400851/"2022-06-09 12:51:10"/2.0/Y/4/94487.0/3169.0/1.0/1.0/a:1:{i:0;i:283;}
400640/"2022-06-08 13:55:18"/1.0/Y/75/66876.0/1661.0/1.0/4.0/a:1:{i:0;i:20322;}
400735/"2022-06-08 18:11:06"/3.0/Y/4/19606.0/9417.0/2.0/1.0/a:1:{i:0;i:283;}
400266/"2022-06-06 16:58:54"/2.0/Y/13/93735.0/3154.0/1.0/1.0/a:1:{i:0;i:289;}
401068/"2022-06-10 15:19:11"/3.0/Y/13/89864.0/2801.0/5.0/4.0/a:1:{i:0;i:289;}
400845/"2022-06-09 12:18:12"/4.0/Y/31/26749.0/2063.0/3.0/4.0/a:0:{}
400307/"2022-06-07 08:19:16"/2.0/Y/75/83270.0/5849.0/4.0/3.0/a:1:{i:0;i:20322;}
242809/"2021-05-17 11:13:19"/3.0/Y/7/88364.0/1262.0/2.0/4.0/a:3:{i:0;i:1649;i:1;i:1651;i:2;i:287;}
366095/"2022-01-31 10:00:05"/2.0/Y/93/80835.0/2006.0/5.0/3.0/a:3:{i:0;i:287;i:1;i:1651;i:2;i:1649;}
400959/"2022-06-10 07:17:20"/1.0/Y/4/54971.0/2270.0/4.0/1.0/a:1:{i:0;i:283;}
400652/"2022-06-08 14:36:25"/3.0/Y/11/30177.0/10019.0/2.0/4.0/a:1:{i:0;i:293;}
400892/"2022-06-09 15:52:49"/2.0/Y/4/86339.0/7721.0/3.0/2.0/a:1:{i:0;i:283;}
434147/"2023-01-20 11:06:39"/1.0/Y/67/22697.0/1592.0/2.0/2.0/a:2:{i:0;i:16511;i:1;i:31286;}
400362/"2022-06-07 11:37:29"/4.0/Y/4/51209.0/1796.0/4.0/3.0/a:1:{i:0;i:283;}
400275/"2022-06-06 17:31:01"/3.0/Y/4/51770.0/293.0/5.0/1.0/a:1:{i:0;i:283;}
357609/"2021-12-22 15:07:54"/1.0/Y/67/98191.0/1174.0/5.0/1.0/a:3:{i:0;i:16511;i:1;i:16513;i:2;i:16537;}
400336/"2022-06-07 10:29:13"/1.0/Y/33/39526.0/9747.0/5.0/4.0/a:1:{i:0;i:7387;}
400311/"2022-06-07 08:41:20"/1.0/Y/43/55597.0/125.0/4.0/1.0/a:0:{}
400160/"2022-06-06 11:49:28"/2.0/Y/33/38850.0/2866.0/3.0/4.0/a:1:{i:0;i:7387;}
400078/"2022-06-06 08:18:58"/3.0/Y/33/75789.0/1706.0/5.0/3.0/a:1:{i:0;i:7387;}
400025/"2022-06-03 16:18:49"/3.0/Y/4/30342.0/9300.0/5.0/1.0/a:1:{i:0;i:283;}
400773/"2022-06-09 09:32:23"/3.0/Y/9/14698.0/4095.0/5.0/1.0/a:1:{i:0;i:285;}
400426/"2022-06-07 15:32:39"/2.0/Y/67/108405.0/1375.0/4.0/1.0/a:1:{i:0;i:16507;}
400544/"2022-06-08 10:08:40"/3.0/Y/13/40612.0/8444.0/2.0/4.0/a:1:{i:0;i:19967;}
415822/"2022-10-03 10:56:41"/3.0/Y/116/65162.0/7587.0/1.0/1.0/a:2:{i:0;i:7385;i:1;i:1361;}
400889/"2022-06-09 15:47:40"/2.0/Y/7/36962.0/8794.0/3.0/1.0/a:1:{i:0;i:287;}
400725/"2022-06-08 16:41:29"/2.0/Y/27/98902.0/1992.0/2.0/4.0/a:1:{i:0;i:8219;}
342793/"2021-10-29 03:51:53"/2.0/Y/63/84701.0/2638.0/1.0/2.0/a:2:{i:0;i:283;i:1;i:293;}
342795/"2021-10-29 03:51:56"/4.0/Y/63/101492.0/1536.0/5.0/2.0/a:2:{i:0;i:283;i:1;i:293;}
401146/"2022-06-14 09:45:30"/1.0/Y/27/27613.0/7081.0/5.0/3.0/a:1:{i:0;i:8219;}
400003/"2022-06-03 14:46:35"/3.0/Y/11/90852.0/5171.0/1.0/1.0/a:1:{i:0;i:293;}
156313/"2021-02-25 09:56:53"/1.0/Y/7/96009.0/6955.0/5.0/1.0/a:4:{i:0;i:1647;i:1;i:1649;i:2;i:1651;i:3;i:287;}
345653/"2021-11-12 11:15:19"/2.0/Y/17/80058.0/6462.0/1.0/2.0/a:4:{i:0;i:1647;i:1;i:1649;i:2;i:1651;i:3;i:287;}
346131/"2021-11-15 10:36:29"/2.0/Y/93/103875.0/6509.0/2.0/1.0/a:4:{i:0;i:1647;i:1;i:1649;i:2;i:1651;i:3;i:287;}
346143/"2021-11-15 10:43:50"/4.0/Y/93/69367.0/1878.0/1.0/1.0/a:4:{i:0;i:1647;i:1;i:1649;i:2;i:1651;i:3;i:287;}
346147/"2021-11-15 10:45:36"/3.0/Y/93/65758.0/6483.0/3.0/3.0/a:4:{i:0;i:1647;i:1;i:1649;i:2;i:1651;i:3;i:287;}
400347/"2022-06-07 11:05:07"/2.0/Y/7/72375.0/7605.0/5.0/1.0/a:1:{i:0;i:287;}
401101/"2022-06-10 18:01:41"/3.0/Y/11/51775.0/9208.0/2.0/4.0/a:1:{i:0;i:293;}
400388/"2022-06-07 13:02:28"/3.0/Y/43/91639.0/10073.0/3.0/3.0/a:0:{}
311023/"2021-08-31 10:10:17"/3.0/Y/17/57301.0/1363.0/2.0/3.0/a:3:{i:0;i:1649;i:1;i:1651;i:2;i:287;}
400448/"2022-06-07 17:10:49"/4.0/Y/4/100527.0/7407.0/5.0/2.0/a:1:{i:0;i:283;}
401129/"2022-06-14 08:15:02"/2.0/Y/4/90929.0/1741.0/2.0/2.0/a:1:{i:0;i:283;}
400102/"2022-06-06 09:50:39"/3.0/Y/67/45686.0/8344.0/1.0/4.0/a:1:{i:0;i:16507;}
400537/"2022-06-08 09:28:29"/3.0/Y/13/72842.0/3379.0/4.0/4.0/a:1:{i:0;i:19967;}
401086/"2022-06-10 17:10:03"/2.0/Y/7/33265.0/7377.0/5.0/3.0/a:1:{i:0;i:287;}
401000/"2022-06-10 11:08:53"/1.0/Y/4/41018.0/1683.0/5.0/4.0/a:1:{i:0;i:283;}
400961/"2022-06-10 07:54:11"/1.0/Y/9/27159.0/1679.0/2.0/4.0/a:1:{i:0;i:691;}
400540/"2022-06-08 09:37:42"/1.0/Y/4/72837.0/8775.0/3.0/3.0/a:1:{i:0;i:283;}
401036/"2022-06-10 13:22:38"/1.0/Y/7/21749.0/3350.0/2.0/2.0/a:1:{i:0;i:287;}
428598/"2022-12-08 15:24:46"/4.0/Y/67/107236.0/9616.0/5.0/2.0/a:3:{i:0;i:16511;i:1;i:31287;i:2;i:31286;}
400106/"2022-06-06 10:01:15"/3.0/Y/67/10073.0/468.0/1.0/4.0/a:1:{i:0;i:16513;}
52607/"2020-02-18 13:01:45"/3.0/Y/13/15731.0/5764.0/4.0/3.0/a:4:{i:0;i:1651;i:1;i:287;i:2;i:297;i:3;i:19969;}
400263/"2022-06-06 16:46:33"/4.0/Y/4/28961.0/5759.0/2.0/3.0/a:1:{i:0;i:283;}
50585/"2020-02-05 10:57:18"/4.0/Y/13/15676.0/4560.0/1.0/4.0/a:3:{i:0;i:297;i:1;i:1535;i:2;i:19969;}
355225/"2021-12-14 14:35:02"/3.0/Y/63/104288.0/6834.0/3.0/3.0/a:2:{i:0;i:285;i:1;i:283;}
348529/"2021-11-22 11:41:15"/2.0/Y/63/20755.0/4960.0/1.0/1.0/a:2:{i:0;i:293;i:1;i:283;}
400097/"2022-06-06 09:48:44"/1.0/Y/27/94484.0/4936.0/5.0/4.0/a:1:{i:0;i:8219;}
78813/"2020-09-15 09:31:19"/1.0/Y/2/105604.0/6667.0/3.0/1.0/a:2:{i:0;i:295;i:1;i:2199;}
341111/"2021-10-25 10:03:58"/1.0/Y/63/83673.0/2039.0/4.0/1.0/a:2:{i:0;i:283;i:1;i:285;}
400847/"2022-06-09 12:33:35"/3.0/Y/63/61236.0/3670.0/2.0/1.0/a:1:{i:0;i:285;}
400443/"2022-06-07 17:04:44"/4.0/Y/4/44114.0/9030.0/3.0/3.0/a:1:{i:0;i:283;}
401056/"2022-06-10 14:22:32"/4.0/Y/13/93083.0/3946.0/3.0/1.0/a:1:{i:0;i:19967;}
338627/"2021-10-14 11:04:32"/4.0/Y/63/82926.0/3985.0/4.0/3.0/a:2:{i:0;i:691;i:1;i:285;}
368713/"2022-02-08 17:18:22"/2.0/Y/63/72221.0/9281.0/4.0/4.0/a:2:{i:0;i:283;i:1;i:285;}
400077/"2022-06-06 08:03:10"/3.0/Y/4/25712.0/6003.0/3.0/3.0/a:1:{i:0;i:283;}
400723/"2022-06-08 16:32:10"/1.0/Y/4/22479.0/4279.0/4.0/2.0/a:1:{i:0;i:283;}
400986/"2022-06-10 10:35:01"/4.0/Y/4/29281.0/523.0/4.0/1.0/a:1:{i:0;i:283;}
401024/"2022-06-10 12:48:47"/1.0/Y/13/76208.0/2977.0/3.0/2.0/a:1:{i:0;i:19967;}
401028/"2022-06-10 13:04:38"/3.0/Y/4/101012.0/4418.0/3.0/4.0/a:1:{i:0;i:283;}
401142/"2022-06-14 09:33:22"/4.0/Y/11/41037.0/2894.0/3.0/2.0/a:1:{i:0;i:293;}
400874/"2022-06-09 11:32:04"/4.0/Y/33/28280.0/5311.0/1.0/3.0/a:1:{i:0;i:7389;}
400035/"2022-06-03 16:55:48"/4.0/Y/33/87852.0/9579.0/3.0/1.0/a:1:{i:0;i:10317;}
400464/"2022-06-07 19:52:52"/2.0/Y/67/62644.0/3799.0/2.0/1.0/a:1:{i:0;i:16507;}
400555/"2022-06-08 10:44:43"/4.0/Y/7/89378.0/7005.0/1.0/2.0/a:1:{i:0;i:287;}
99409/"2020-12-16 10:26:47"/3.0/Y/7/15305.0/5521.0/3.0/1.0/a:3:{i:0;i:1649;i:1;i:1651;i:2;i:287;}
159751/"2021-03-10 11:33:14"/2.0/Y/17/70669.0/203.0/2.0/1.0/a:3:{i:0;i:1649;i:1;i:1651;i:2;i:287;}
400647/"2022-06-08 14:20:45"/2.0/Y/4/79851.0/4461.0/1.0/1.0/a:1:{i:0;i:283;}
400636/"2022-06-08 13:44:26"/1.0/Y/7/45867.0/2038.0/5.0/4.0/a:1:{i:0;i:287;}
401134/"2022-06-14 08:39:33"/3.0/Y/4/82544.0/6998.0/2.0/2.0/a:1:{i:0;i:283;}
400868/"2022-06-09 13:54:02"/1.0/Y/11/15467.0/5575.0/3.0/1.0/a:1:{i:0;i:293;}
400681/"2022-06-08 15:28:13"/1.0/Y/105/23363.0/6424.0/4.0/4.0/a:1:{i:0;i:16859;}
400354/"2022-06-07 11:26:02"/2.0/Y/4/39072.0/1700.0/5.0/1.0/a:1:{i:0;i:283;}
400450/"2022-06-07 17:15:36"/3.0/Y/4/32349.0/1044.0/5.0/3.0/a:1:{i:0;i:283;}
401131/"2022-06-14 08:26:56"/4.0/Y/4/93317.0/5491.0/1.0/2.0/a:1:{i:0;i:283;}
400430/"2022-06-07 15:52:29"/2.0/Y/4/103255.0/4341.0/2.0/2.0/a:1:{i:0;i:283;}
400486/"2022-06-08 06:30:02"/4.0/Y/4/21528.0/1845.0/3.0/1.0/a:1:{i:0;i:283;}
400557/"2022-06-08 10:49:27"/2.0/Y/27/14860.0/1403.0/3.0/1.0/a:1:{i:0;i:8225;}
400310/"2022-06-07 08:40:33"/4.0/Y/11/56281.0/377.0/4.0/3.0/a:1:{i:0;i:293;}
400479/"2022-06-08 04:13:12"/2.0/Y/4/63930.0/2621.0/4.0/2.0/a:1:{i:0;i:283;}
400019/"2022-06-03 15:51:52"/2.0/Y/13/13246.0/7490.0/3.0/4.0/a:1:{i:0;i:19967;}
401148/"2022-06-14 09:53:40"/4.0/Y/27/21930.0/8816.0/1.0/2.0/a:1:{i:0;i:8219;}
400016/"2022-06-03 15:30:46"/4.0/Y/4/109324.0/780.0/2.0/3.0/a:1:{i:0;i:283;}
305053/"2021-08-12 15:35:03"/3.0/Y/7/70871.0/2895.0/3.0/1.0/a:4:{i:0;i:1649;i:1;i:1651;i:2;i:1653;i:3;i:287;}
366783/"2022-02-01 17:21:26"/2.0/Y/11/80350.0/5313.0/3.0/4.0/a:2:{i:0;i:293;i:1;i:283;}
379843/"2022-03-15 11:50:46"/3.0/Y/17/26287.0/2573.0/4.0/4.0/a:4:{i:0;i:1649;i:1;i:1651;i:2;i:1653;i:3;i:287;}
381183/"2022-03-18 10:37:12"/2.0/Y/93/96119.0/435.0/3.0/4.0/a:4:{i:0;i:1649;i:1;i:1651;i:2;i:1653;i:3;i:287;}
381185/"2022-03-18 10:37:16"/2.0/Y/93/39354.0/4240.0/1.0/3.0/a:4:{i:0;i:1649;i:1;i:1651;i:2;i:1653;i:3;i:287;}
381187/"2022-03-18 10:37:19"/4.0/Y/93/80631.0/6451.0/1.0/2.0/a:4:{i:0;i:1649;i:1;i:1651;i:2;i:1653;i:3;i:287;}
400135/"2022-06-06 11:15:27"/1.0/Y/13/51371.0/9440.0/3.0/2.0/a:1:{i:0;i:19969;}
400306/"2022-06-07 08:02:02"/2.0/Y/7/23339.0/8749.0/5.0/1.0/a:1:{i:0;i:287;}
400402/"2022-06-07 13:49:30"/3.0/Y/9/55874.0/5208.0/1.0/2.0/a:1:{i:0;i:691;}
400552/"2022-06-08 10:33:23"/1.0/Y/13/109836.0/6440.0/1.0/4.0/a:1:{i:0;i:19967;}
401145/"2022-06-14 09:44:27"/3.0/Y/4/10178.0/434.0/1.0/3.0/a:1:{i:0;i:283;}
406158/"2022-07-18 13:47:10"/4.0/Y/63/59722.0/1956.0/3.0/3.0/a:2:{i:0;i:283;i:1;i:285;}
400920/"2022-06-09 17:18:08"/2.0/Y/4/30444.0/7421.0/1.0/1.0/a:1:{i:0;i:283;}
400393/"2022-06-07 13:13:54"/2.0/Y/7/83525.0/5732.0/4.0/2.0/a:1:{i:0;i:287;}
400431/"2022-06-07 15:53:52"/3.0/Y/4/80623.0/2993.0/2.0/4.0/a:1:{i:0;i:283;}
400998/"2022-06-10 10:57:14"/2.0/Y/4/43706.0/6067.0/5.0/1.0/a:1:{i:0;i:283;}
400804/"2022-06-09 10:55:16"/3.0/Y/7/43503.0/5610.0/4.0/1.0/a:1:{i:0;i:287;}
400838/"2022-06-09 11:56:39"/2.0/Y/4/41617.0/7131.0/3.0/3.0/a:1:{i:0;i:283;}
400724/"2022-06-08 16:34:41"/2.0/Y/7/47980.0/4993.0/2.0/1.0/a:1:{i:0;i:287;}
69575/"2020-07-23 11:56:17"/3.0/Y/7/86974.0/8849.0/1.0/3.0/a:3:{i:0;i:1649;i:1;i:1651;i:2;i:287;}
103831/"2020-12-18 10:44:31"/1.0/Y/17/49013.0/4395.0/5.0/3.0/a:3:{i:0;i:1649;i:1;i:1651;i:2;i:287;}
400232/"2022-06-06 14:56:13"/3.0/Y/4/80403.0/5348.0/3.0/4.0/a:1:{i:0;i:283;}
400680/"2022-06-08 15:28:03"/2.0/Y/4/22555.0/2762.0/5.0/4.0/a:1:{i:0;i:283;}
